O*NET-SOC Code,Task ID,Scale ID,Category,Data Value,N,Standard Error,Lower CI Bound,Upper CI Bound,Recommend Suppress,Date,Domain Source
29-2033.00,4149,IM,,4.86,133.0,0.0437,4.7695,4.9424,N,07/2013,Incumbent
29-2033.00,4153,IM,,4.79,128.0,0.0505,4.688,4.888,N,07/2013,Incumbent
29-2033.00,4148,IM,,4.77,130.0,0.0536,4.6686,4.8807,N,07/2013,Incumbent
29-2033.00,4155,IM,,4.76,131.0,0.0654,4.6324,4.891,N,07/2013,Incumbent
29-2033.00,4152,IM,,4.76,133.0,0.0573,4.6475,4.8742,N,07/2013,Incumbent
29-2033.00,4156,IM,,4.74,111.0,0.0682,4.6038,4.8742,N,07/2013,Incumbent
29-2033.00,4150,IM,,4.74,132.0,0.0629,4.6128,4.8617,N,07/2013,Incumbent
29-2033.00,15240,IM,,4.73,132.0,0.0581,4.6121,4.8418,N,07/2013,Incumbent
29-2033.00,4154,IM,,4.72,132.0,0.0673,4.5914,4.8576,N,07/2013,Incumbent
29-2033.00,4158,IM,,4.59,110.0,0.0658,4.4555,4.7163,N,07/2013,Incumbent
29-2033.00,4157,IM,,4.57,133.0,0.1035,4.3703,4.7796,N,07/2013,Incumbent
29-2033.00,4159,IM,,4.39,95.0,0.1011,4.1915,4.5929,N,07/2013,Incumbent
29-2033.00,4160,IM,,3.79,113.0,0.144,3.5071,4.0779,N,07/2013,Incumbent
29-2033.00,4161,IM,,4.49,47.0,0.1982,4.0889,4.8869,N,07/2013,Incumbent
29-2033.00,4162,IM,,4.41,65.0,0.1423,4.1272,4.6957,N,07/2013,Incumbent
29-2033.00,4163,IM,,3.4,47.0,0.193,3.0141,3.7912,N,07/2013,Incumbent
29-2034.00,22807,IM,,4.95,73.0,0.0236,4.9063,5.0,N,08/2022,Incumbent
29-2034.00,22804,IM,,4.94,59.0,0.0321,4.8764,5.0,N,08/2022,Incumbent
29-2034.00,22816,IM,,4.92,71.0,0.035,4.8523,4.9921,N,08/2022,Incumbent
29-2034.00,22808,IM,,4.91,72.0,0.0397,4.8263,4.9847,N,08/2022,Incumbent
29-2034.00,22806,IM,,4.89,70.0,0.0419,4.8105,4.9777,N,08/2022,Incumbent
29-2034.00,22802,IM,,4.89,69.0,0.0353,4.8151,4.9558,N,08/2022,Incumbent
29-2034.00,22809,IM,,4.88,56.0,0.0699,4.743,5.0,N,08/2022,Incumbent
29-2034.00,22826,IM,,4.79,48.0,0.0745,4.636,4.9356,N,08/2022,Incumbent
29-2034.00,22805,IM,,4.77,51.0,0.1127,4.5418,4.9944,N,08/2022,Incumbent
29-2034.00,22818,IM,,4.74,48.0,0.0971,4.5402,4.9307,N,08/2022,Incumbent
29-2034.00,22812,IM,,4.73,58.0,0.0819,4.5666,4.8947,N,08/2022,Incumbent
29-2034.00,22803,IM,,4.73,65.0,0.1304,4.4669,4.9879,N,08/2022,Incumbent
29-2034.00,22814,IM,,4.67,57.0,0.1071,4.4564,4.8855,N,08/2022,Incumbent
29-2034.00,22820,IM,,4.64,50.0,0.0995,4.4445,4.8442,N,08/2022,Incumbent
29-2034.00,22817,IM,,4.58,52.0,0.1693,4.2395,4.9193,N,08/2022,Incumbent
29-2034.00,22819,IM,,4.58,64.0,0.1183,4.3419,4.8146,N,08/2022,Incumbent
29-2034.00,22811,IM,,4.53,72.0,0.1408,4.248,4.8095,N,08/2022,Incumbent
29-2034.00,22810,IM,,4.48,63.0,0.1292,4.2207,4.7372,N,08/2022,Incumbent
29-2034.00,22827,IM,,4.43,44.0,0.1419,4.144,4.7165,N,08/2022,Incumbent
29-2034.00,22813,IM,,4.39,74.0,0.2637,3.8657,4.9166,N,08/2022,Incumbent
29-2034.00,22815,IM,,4.37,59.0,0.1051,4.163,4.5837,N,08/2022,Incumbent
29-2034.00,22825,IM,,4.26,51.0,0.1226,4.0129,4.5055,N,08/2022,Incumbent
29-2034.00,22823,IM,,4.24,55.0,0.1079,4.0237,4.4562,N,08/2022,Incumbent
29-2034.00,22824,IM,,4.18,57.0,0.2404,3.6993,4.6626,N,08/2022,Incumbent
29-2034.00,22822,IM,,4.14,58.0,0.2053,3.7282,4.5505,N,08/2022,Incumbent
29-2034.00,22828,IM,,3.86,46.0,0.2755,3.302,4.4118,N,08/2022,Incumbent
29-2034.00,22821,IM,,3.83,71.0,0.2025,3.4285,4.2362,N,08/2022,Incumbent
29-2035.00,23974,IM,,5.0,23.0,,,,,08/2023,Occupational Expert
29-2035.00,19218,IM,,5.0,23.0,,,,,08/2023,Occupational Expert
29-2035.00,19228,IM,,4.91,23.0,,,,,08/2023,Occupational Expert
29-2035.00,19225,IM,,4.87,23.0,,,,,08/2023,Occupational Expert
29-2035.00,19227,IM,,4.83,23.0,,,,,08/2023,Occupational Expert
29-2035.00,19226,IM,,4.77,22.0,,,,,08/2023,Occupational Expert
29-2035.00,19236,IM,,4.73,22.0,,,,,08/2023,Occupational Expert
29-2035.00,19224,IM,,4.6,20.0,,,,,08/2023,Occupational Expert
29-2035.00,19223,IM,,4.57,21.0,,,,,08/2023,Occupational Expert
29-2035.00,19237,IM,,4.55,22.0,,,,,08/2023,Occupational Expert
29-2035.00,19220,IM,,4.52,23.0,,,,,08/2023,Occupational Expert
29-2035.00,19231,IM,,4.43,21.0,,,,,08/2023,Occupational Expert
29-2035.00,19238,IM,,4.41,17.0,,,,,08/2023,Occupational Expert
29-2035.00,23975,IM,,4.41,22.0,,,,,08/2023,Occupational Expert
29-2035.00,19222,IM,,4.41,22.0,,,,,08/2023,Occupational Expert
29-2035.00,19217,IM,,4.35,17.0,,,,,08/2023,Occupational Expert
29-2035.00,19229,IM,,4.18,22.0,,,,,08/2023,Occupational Expert
29-2035.00,19219,IM,,4.12,17.0,,,,,08/2023,Occupational Expert
29-2035.00,19232,IM,,4.06,16.0,,,,,08/2023,Occupational Expert
29-2035.00,19216,IM,,4.06,17.0,,,,,08/2023,Occupational Expert
29-2035.00,19230,IM,,3.95,20.0,,,,,08/2023,Occupational Expert
29-2035.00,19233,IM,,4.79,14.0,,,,,08/2023,Occupational Expert
29-2035.00,19221,IM,,3.85,13.0,,,,,08/2023,Occupational Expert
29-2035.00,19235,IM,,3.25,12.0,,,,,08/2023,Occupational Expert
29-2036.00,22837,IM,,4.89,18.0,,,,,08/2024,Occupational Expert
29-2036.00,22848,IM,,4.8,20.0,,,,,08/2024,Occupational Expert
29-2036.00,22844,IM,,4.8,20.0,,,,,08/2024,Occupational Expert
29-2036.00,22834,IM,,4.8,20.0,,,,,08/2024,Occupational Expert
29-2036.00,22833,IM,,4.75,20.0,,,,,08/2024,Occupational Expert
29-2036.00,22838,IM,,4.7,20.0,,,,,08/2024,Occupational Expert
29-2036.00,22850,IM,,4.58,19.0,,,,,08/2024,Occupational Expert
29-2036.00,22836,IM,,4.47,19.0,,,,,08/2024,Occupational Expert
29-2036.00,22849,IM,,4.31,16.0,,,,,08/2024,Occupational Expert
29-2036.00,22832,IM,,4.15,20.0,,,,,08/2024,Occupational Expert
29-2036.00,22842,IM,,3.94,17.0,,,,,08/2024,Occupational Expert
29-2036.00,22847,IM,,3.88,16.0,,,,,08/2024,Occupational Expert
29-2036.00,22843,IM,,3.75,16.0,,,,,08/2024,Occupational Expert
29-2036.00,22839,IM,,3.67,15.0,,,,,08/2024,Occupational Expert
29-2036.00,22851,IM,,3.61,18.0,,,,,08/2024,Occupational Expert
29-2036.00,22835,IM,,3.0,14.0,,,,,08/2024,Occupational Expert
29-2036.00,22840,IM,,4.25,12.0,,,,,08/2024,Occupational Expert
29-2036.00,22846,IM,,3.46,13.0,,,,,08/2024,Occupational Expert
29-2036.00,22841,IM,,3.33,9.0,,,,,08/2024,Occupational Expert
29-2051.00,23922,IM,,4.66,38.0,0.1008,4.4509,4.8594,N,08/2021,Incumbent
29-2051.00,20421,IM,,4.55,39.0,0.157,4.2336,4.8692,N,08/2021,Incumbent
29-2051.00,4165,IM,,4.54,31.0,0.1755,4.1766,4.8934,N,08/2021,Incumbent
29-2051.00,4167,IM,,4.46,41.0,0.1474,4.1606,4.7564,N,08/2021,Incumbent
29-2051.00,4169,IM,,4.41,39.0,0.2041,3.9975,4.8237,N,08/2021,Incumbent
29-2051.00,4171,IM,,4.37,33.0,0.19,3.984,4.7582,N,08/2021,Incumbent
29-2051.00,23923,IM,,4.09,39.0,0.2223,3.6443,4.5442,N,08/2021,Incumbent
29-2051.00,4173,IM,,4.03,35.0,0.2776,3.4612,4.5896,N,08/2021,Incumbent
29-2051.00,4172,IM,,3.79,35.0,0.3253,3.1301,4.4523,N,08/2021,Incumbent
29-2051.00,4166,IM,,3.58,39.0,0.2153,3.1428,4.0144,N,08/2021,Incumbent
29-2051.00,4170,IM,,4.4,27.0,0.1133,4.1626,4.6284,N,08/2021,Incumbent
29-2051.00,4175,IM,,4.23,31.0,0.3084,3.6035,4.863,N,08/2021,Incumbent
29-2051.00,4174,IM,,3.87,33.0,0.2027,3.4621,4.2879,N,08/2021,Incumbent
29-2052.00,1939,IM,,4.86,63.0,0.0582,4.7447,4.9776,N,08/2021,Incumbent
29-2052.00,23924,IM,,4.75,58.0,0.0986,4.5522,4.947,N,08/2021,Incumbent
29-2052.00,1946,IM,,4.71,67.0,0.0698,4.5732,4.852,N,08/2021,Incumbent
29-2052.00,1940,IM,,4.66,75.0,0.0963,4.4666,4.8502,N,08/2021,Incumbent
29-2052.00,18545,IM,,4.6,78.0,0.078,4.4452,4.756,N,08/2021,Incumbent
29-2052.00,1941,IM,,4.56,77.0,0.1157,4.331,4.7918,N,08/2021,Incumbent
29-2052.00,1943,IM,,4.53,64.0,0.1273,4.2768,4.7854,N,08/2021,Incumbent
29-2052.00,1954,IM,,4.51,47.0,0.1177,4.271,4.7447,N,08/2021,Incumbent
29-2052.00,1944,IM,,4.44,56.0,0.1025,4.2389,4.6497,N,08/2021,Incumbent
29-2052.00,1953,IM,,4.44,61.0,0.1228,4.1912,4.6826,N,08/2021,Incumbent
29-2052.00,1947,IM,,4.4,68.0,0.1122,4.1779,4.626,N,08/2021,Incumbent
29-2052.00,1945,IM,,4.36,68.0,0.1437,4.0723,4.6459,N,08/2021,Incumbent
29-2052.00,18544,IM,,4.34,61.0,0.1473,4.0497,4.6391,N,08/2021,Incumbent
29-2052.00,1955,IM,,4.71,44.0,0.0971,4.5151,4.9066,N,08/2021,Incumbent
29-2052.00,1952,IM,,4.66,44.0,0.1244,4.4127,4.9144,N,08/2021,Incumbent
29-2052.00,1949,IM,,4.47,47.0,0.1477,4.1705,4.765,N,08/2021,Incumbent
29-2052.00,18546,IM,,4.44,32.0,0.2711,3.8848,4.9907,N,08/2021,Incumbent
29-2052.00,1951,IM,,4.39,37.0,0.1836,4.0225,4.7672,N,08/2021,Incumbent
29-2052.00,1956,IM,,4.36,52.0,0.1413,4.0777,4.6451,N,08/2021,Incumbent
29-2052.00,1958,IM,,3.62,20.0,0.3876,2.8115,4.4339,N,08/2021,Incumbent
29-2052.00,1957,IM,,3.57,38.0,0.1972,3.1687,3.9677,N,08/2021,Incumbent
29-2053.00,6945,IM,,4.74,61.0,0.1675,4.4054,5.0,N,08/2023,Incumbent
29-2053.00,6948,IM,,4.5,68.0,0.1207,4.2585,4.7405,N,08/2023,Incumbent
29-2053.00,6951,IM,,4.48,62.0,0.2172,4.0478,4.9165,N,08/2023,Incumbent
29-2053.00,6956,IM,,4.46,42.0,0.0854,4.2909,4.6357,N,08/2023,Incumbent
29-2053.00,6944,IM,,4.3,68.0,0.176,3.9514,4.6539,N,08/2023,Incumbent
29-2053.00,6947,IM,,4.29,62.0,0.2238,3.8423,4.7374,N,08/2023,Incumbent
29-2053.00,6946,IM,,4.29,67.0,0.2821,3.724,4.8506,N,08/2023,Incumbent
29-2053.00,6952,IM,,4.18,61.0,0.0805,4.0163,4.3384,N,08/2023,Incumbent
29-2053.00,6949,IM,,4.16,64.0,0.2838,3.5911,4.7254,N,08/2023,Incumbent
29-2053.00,6950,IM,,4.05,61.0,0.1986,3.6489,4.4434,N,08/2023,Incumbent
29-2053.00,20575,IM,,3.94,65.0,0.3283,3.2806,4.5925,N,08/2023,Incumbent
29-2053.00,20576,IM,,3.93,50.0,0.148,3.6296,4.2243,N,08/2023,Incumbent
29-2053.00,6953,IM,,4.59,27.0,0.0834,4.4139,4.7566,N,08/2023,Incumbent
29-2053.00,6954,IM,,4.42,25.0,0.0774,4.2586,4.5781,N,08/2023,Incumbent
29-2053.00,6955,IM,,4.11,41.0,0.1366,3.8293,4.3815,N,08/2023,Incumbent
29-2053.00,6957,IM,,3.4,32.0,0.401,2.5826,4.2184,N,08/2023,Incumbent
29-2055.00,15242,IM,,4.91,90.0,0.0618,4.7898,5.0,N,07/2013,Incumbent
29-2055.00,1959,IM,,4.89,80.0,0.0998,4.6957,5.0,N,07/2013,Incumbent
29-2055.00,1961,IM,,4.85,86.0,0.0489,4.7547,4.9493,N,07/2013,Incumbent
29-2055.00,1963,IM,,4.81,89.0,0.0535,4.704,4.9168,N,07/2013,Incumbent
29-2055.00,15243,IM,,4.81,93.0,0.05,4.707,4.9057,N,07/2013,Incumbent
29-2055.00,1960,IM,,4.77,88.0,0.0916,4.5929,4.957,N,07/2013,Incumbent
29-2055.00,1965,IM,,4.73,90.0,0.0713,4.5922,4.8756,N,07/2013,Incumbent
29-2055.00,1964,IM,,4.72,80.0,0.0663,4.5836,4.8476,N,07/2013,Incumbent
29-2055.00,1969,IM,,4.71,85.0,0.077,4.5541,4.8605,N,07/2013,Incumbent
29-2055.00,1968,IM,,4.67,90.0,0.0913,4.4914,4.8541,N,07/2013,Incumbent
29-2055.00,1967,IM,,4.66,86.0,0.1139,4.4334,4.8865,N,07/2013,Incumbent
29-2055.00,15244,IM,,4.64,86.0,0.0695,4.5063,4.7826,N,07/2013,Incumbent
29-2055.00,15245,IM,,4.45,72.0,0.1211,4.2103,4.6934,N,07/2013,Incumbent
29-2055.00,1970,IM,,4.22,63.0,0.193,3.8356,4.6072,N,07/2013,Incumbent
29-2055.00,1971,IM,,4.43,54.0,0.1638,4.0984,4.7553,N,07/2013,Incumbent
29-2055.00,1972,IM,,4.04,57.0,0.1784,3.6832,4.3979,N,07/2013,Incumbent
29-2056.00,4176,IM,,4.84,73.0,0.0743,4.693,4.9893,N,08/2020,Incumbent
29-2056.00,4177,IM,,4.76,78.0,0.0546,4.6547,4.8719,N,08/2020,Incumbent
29-2056.00,18548,IM,,4.72,74.0,0.0589,4.5996,4.8343,N,08/2020,Incumbent
29-2056.00,4179,IM,,4.7,76.0,0.08,4.5377,4.8564,N,08/2020,Incumbent
29-2056.00,4178,IM,,4.68,80.0,0.0965,4.4903,4.8743,N,08/2020,Incumbent
29-2056.00,20422,IM,,4.66,77.0,0.0893,4.4794,4.8353,N,08/2020,Incumbent
29-2056.00,4180,IM,,4.62,70.0,0.1128,4.3988,4.8489,N,08/2020,Incumbent
29-2056.00,4182,IM,,4.58,77.0,0.1025,4.3757,4.784,N,08/2020,Incumbent
29-2056.00,4183,IM,,4.57,78.0,0.097,4.3805,4.7667,N,08/2020,Incumbent
29-2056.00,4193,IM,,4.56,71.0,0.0917,4.3818,4.7477,N,08/2020,Incumbent
29-2056.00,4187,IM,,4.52,76.0,0.1204,4.2817,4.7614,N,08/2020,Incumbent
29-2056.00,4190,IM,,4.46,78.0,0.1292,4.2041,4.7189,N,08/2020,Incumbent
29-2056.00,4184,IM,,4.46,77.0,0.0942,4.27,4.6452,N,08/2020,Incumbent
29-2056.00,4181,IM,,4.45,77.0,0.1055,4.2408,4.6612,N,08/2020,Incumbent
29-2056.00,4185,IM,,4.45,79.0,0.1312,4.1893,4.7115,N,08/2020,Incumbent
29-2056.00,4188,IM,,4.42,77.0,0.1209,4.1828,4.6643,N,08/2020,Incumbent
29-2056.00,20423,IM,,4.42,76.0,0.1179,4.1862,4.6558,N,08/2020,Incumbent
29-2056.00,4194,IM,,4.41,79.0,0.1042,4.2059,4.6208,N,08/2020,Incumbent
29-2056.00,4186,IM,,4.39,77.0,0.1016,4.1876,4.5922,N,08/2020,Incumbent
29-2056.00,4191,IM,,4.38,75.0,0.1239,4.1293,4.6231,N,08/2020,Incumbent
29-2056.00,4189,IM,,4.3,74.0,0.119,4.067,4.5414,N,08/2020,Incumbent
29-2056.00,4192,IM,,4.3,77.0,0.1505,4.0028,4.6023,N,08/2020,Incumbent
29-2056.00,4197,IM,,4.22,59.0,0.1409,3.9385,4.5026,N,08/2020,Incumbent
29-2056.00,4196,IM,,4.18,78.0,0.0972,3.9829,4.37,N,08/2020,Incumbent
29-2056.00,20424,IM,,4.12,66.0,0.1517,3.8168,4.4227,N,08/2020,Incumbent
29-2056.00,4195,IM,,4.07,71.0,0.2199,3.6269,4.5041,N,08/2020,Incumbent
29-2056.00,18550,IM,,4.0,71.0,0.1763,3.6493,4.3525,N,08/2020,Incumbent
29-2056.00,18549,IM,,3.95,69.0,0.1217,3.7091,4.1948,N,08/2020,Incumbent
29-2056.00,4198,IM,,3.88,63.0,0.1152,3.6449,4.1053,N,08/2020,Incumbent
29-2056.00,4199,IM,,3.61,74.0,0.1632,3.2817,3.932,N,08/2020,Incumbent
29-2056.00,4200,IM,,3.24,24.0,0.1907,2.8407,3.6298,N,08/2020,Incumbent
29-2057.00,19252,IM,,4.95,21.0,,,,,08/2020,Occupational Expert
29-2057.00,19257,IM,,4.91,22.0,,,,,08/2020,Occupational Expert
29-2057.00,19250,IM,,4.91,22.0,,,,,08/2020,Occupational Expert
29-2057.00,19251,IM,,4.9,21.0,,,,,08/2020,Occupational Expert
29-2057.00,19249,IM,,4.9,21.0,,,,,08/2020,Occupational Expert
29-2057.00,19248,IM,,4.86,22.0,,,,,08/2020,Occupational Expert
29-2057.00,19239,IM,,4.77,22.0,,,,,08/2020,Occupational Expert
29-2057.00,19245,IM,,4.73,22.0,,,,,08/2020,Occupational Expert
29-2057.00,19255,IM,,4.71,21.0,,,,,08/2020,Occupational Expert
29-2057.00,19258,IM,,4.65,20.0,,,,,08/2020,Occupational Expert
29-2057.00,19244,IM,,4.62,21.0,,,,,08/2020,Occupational Expert
29-2057.00,19243,IM,,4.57,21.0,,,,,08/2020,Occupational Expert
29-2057.00,19247,IM,,4.5,22.0,,,,,08/2020,Occupational Expert
29-2057.00,19246,IM,,4.32,19.0,,,,,08/2020,Occupational Expert
29-2057.00,19240,IM,,4.11,19.0,,,,,08/2020,Occupational Expert
29-2057.00,19242,IM,,4.0,19.0,,,,,08/2020,Occupational Expert
29-2057.00,19241,IM,,3.86,21.0,,,,,08/2020,Occupational Expert
29-2057.00,19256,IM,,3.57,21.0,,,,,08/2020,Occupational Expert
29-2057.00,19253,IM,,2.71,7.0,,,,,08/2020,Occupational Expert
29-2057.00,19254,IM,,2.7,10.0,,,,,08/2020,Occupational Expert
29-2061.00,507,IM,,4.66,99.0,0.1097,4.4432,4.8788,N,08/2021,Incumbent
29-2061.00,510,IM,,4.55,101.0,0.0835,4.3854,4.7169,N,08/2021,Incumbent
29-2061.00,508,IM,,4.48,89.0,0.1048,4.2748,4.6914,N,08/2021,Incumbent
29-2061.00,511,IM,,4.46,96.0,0.1334,4.1998,4.7295,N,08/2021,Incumbent
29-2061.00,509,IM,,4.43,98.0,0.1155,4.2014,4.66,N,08/2021,Incumbent
29-2061.00,513,IM,,4.4,88.0,0.1338,4.138,4.6698,N,08/2021,Incumbent
29-2061.00,516,IM,,4.34,96.0,0.142,4.0545,4.6185,N,08/2021,Incumbent
29-2061.00,514,IM,,4.25,94.0,0.1254,4.0009,4.4988,N,08/2021,Incumbent
29-2061.00,515,IM,,4.21,82.0,0.1525,3.9018,4.5087,N,08/2021,Incumbent
29-2061.00,517,IM,,4.21,89.0,0.1305,3.9457,4.4646,N,08/2021,Incumbent
29-2061.00,518,IM,,4.17,96.0,0.176,3.8176,4.5163,N,08/2021,Incumbent
29-2061.00,520,IM,,4.09,71.0,0.1511,3.7884,4.3913,N,08/2021,Incumbent
29-2061.00,512,IM,,4.06,87.0,0.192,3.6746,4.4379,N,08/2021,Incumbent
29-2061.00,519,IM,,3.98,75.0,0.1875,3.6031,4.3504,N,08/2021,Incumbent
29-2061.00,521,IM,,3.97,87.0,0.1355,3.7016,4.2403,N,08/2021,Incumbent
29-2061.00,524,IM,,4.41,31.0,0.1268,4.1545,4.6725,N,08/2021,Incumbent
29-2061.00,525,IM,,4.36,44.0,0.1855,3.9816,4.73,N,08/2021,Incumbent
29-2061.00,528,IM,,4.18,57.0,0.3088,3.5625,4.7998,N,08/2021,Incumbent
29-2061.00,529,IM,,3.98,44.0,0.2221,3.5329,4.4288,N,08/2021,Incumbent
29-2061.00,527,IM,,3.66,66.0,0.1711,3.3169,4.0006,N,08/2021,Incumbent
29-2061.00,522,IM,,3.64,61.0,0.1807,3.275,3.9981,N,08/2021,Incumbent
29-2061.00,523,IM,,3.58,62.0,0.1601,3.2608,3.9011,N,08/2021,Incumbent
29-2081.00,4201,IM,,4.96,24.0,,,,,08/2022,Occupational Expert
29-2081.00,4202,IM,,4.88,24.0,,,,,08/2022,Occupational Expert
29-2081.00,4210,IM,,4.81,21.0,,,,,08/2022,Occupational Expert
29-2081.00,4207,IM,,4.79,24.0,,,,,08/2022,Occupational Expert
29-2081.00,4204,IM,,4.79,24.0,,,,,08/2022,Occupational Expert
29-2081.00,4205,IM,,4.73,22.0,,,,,08/2022,Occupational Expert
29-2081.00,4209,IM,,4.71,24.0,,,,,08/2022,Occupational Expert
29-2081.00,4213,IM,,4.67,21.0,,,,,08/2022,Occupational Expert
29-2081.00,4212,IM,,4.62,24.0,,,,,08/2022,Occupational Expert
29-2081.00,4203,IM,,4.62,24.0,,,,,08/2022,Occupational Expert
29-2081.00,4215,IM,,4.54,24.0,,,,,08/2022,Occupational Expert
29-2081.00,4208,IM,,4.54,24.0,,,,,08/2022,Occupational Expert
29-2081.00,4217,IM,,4.47,17.0,,,,,08/2022,Occupational Expert
29-2081.00,4206,IM,,4.42,24.0,,,,,08/2022,Occupational Expert
29-2081.00,4219,IM,,4.36,22.0,,,,,08/2022,Occupational Expert
29-2081.00,4211,IM,,4.26,23.0,,,,,08/2022,Occupational Expert
29-2081.00,4220,IM,,4.24,21.0,,,,,08/2022,Occupational Expert
29-2081.00,18551,IM,,4.21,24.0,,,,,08/2022,Occupational Expert
29-2081.00,4218,IM,,3.84,19.0,,,,,08/2022,Occupational Expert
29-2081.00,4214,IM,,3.67,24.0,,,,,08/2022,Occupational Expert
29-2081.00,4216,IM,,3.5,24.0,,,,,08/2022,Occupational Expert
29-2091.00,9384,IM,,4.81,21.0,,,,,08/2024,Occupational Expert
29-2091.00,9385,IM,,4.76,21.0,,,,,08/2024,Occupational Expert
29-2091.00,9387,IM,,4.76,21.0,,,,,08/2024,Occupational Expert
29-2091.00,9383,IM,,4.71,21.0,,,,,08/2024,Occupational Expert
29-2091.00,9389,IM,,4.62,21.0,,,,,08/2024,Occupational Expert
29-2091.00,9386,IM,,4.53,19.0,,,,,08/2024,Occupational Expert
29-2091.00,9391,IM,,4.48,21.0,,,,,08/2024,Occupational Expert
29-2091.00,9392,IM,,4.43,21.0,,,,,08/2024,Occupational Expert
29-2091.00,9388,IM,,4.38,21.0,,,,,08/2024,Occupational Expert
29-2091.00,9390,IM,,4.0,21.0,,,,,08/2024,Occupational Expert
29-2091.00,9395,IM,,3.95,21.0,,,,,08/2024,Occupational Expert
29-2091.00,9393,IM,,3.85,20.0,,,,,08/2024,Occupational Expert
29-2091.00,9394,IM,,3.81,21.0,,,,,08/2024,Occupational Expert
29-2091.00,9396,IM,,3.7,20.0,,,,,08/2024,Occupational Expert
29-2091.00,9397,IM,,2.83,12.0,,,,,08/2024,Occupational Expert
29-2092.00,17441,IM,,4.85,53.0,0.067,4.716,4.985,N,08/2020,Incumbent
29-2092.00,21189,IM,,4.78,54.0,0.0756,4.6237,4.927,N,08/2020,Incumbent
29-2092.00,17439,IM,,4.77,47.0,0.0622,4.6439,4.8943,N,08/2020,Incumbent
29-2092.00,17440,IM,,4.73,51.0,0.1446,4.4441,5.0,N,08/2020,Incumbent
29-2092.00,17443,IM,,4.65,54.0,0.1,4.4511,4.8524,N,08/2020,Incumbent
29-2092.00,17446,IM,,4.65,49.0,0.1269,4.3902,4.9003,N,08/2020,Incumbent
29-2092.00,17442,IM,,4.45,52.0,0.1304,4.1898,4.7133,N,08/2020,Incumbent
29-2092.00,17448,IM,,3.98,52.0,0.1979,3.5871,4.3818,N,08/2020,Incumbent
29-2092.00,17444,IM,,3.68,48.0,0.2116,3.258,4.1094,N,08/2020,Incumbent
29-2092.00,17447,IM,,4.35,17.0,0.2969,3.7185,4.9775,N,08/2020,Incumbent
29-2092.00,17445,IM,,4.27,22.0,0.2972,3.6488,4.8849,N,08/2020,Incumbent
29-2099.01,17429,IM,,4.97,31.0,,,,,08/2022,Occupational Expert
29-2099.01,17431,IM,,4.94,31.0,,,,,08/2022,Occupational Expert
29-2099.01,17425,IM,,4.94,31.0,,,,,08/2022,Occupational Expert
29-2099.01,17434,IM,,4.84,31.0,,,,,08/2022,Occupational Expert
29-2099.01,17437,IM,,4.83,30.0,,,,,08/2022,Occupational Expert
29-2099.01,17432,IM,,4.81,27.0,,,,,08/2022,Occupational Expert
29-2099.01,17424,IM,,4.71,31.0,,,,,08/2022,Occupational Expert
29-2099.01,17427,IM,,4.69,29.0,,,,,08/2022,Occupational Expert
29-2099.01,17423,IM,,4.68,31.0,,,,,08/2022,Occupational Expert
29-2099.01,17430,IM,,4.68,31.0,,,,,08/2022,Occupational Expert
29-2099.01,17435,IM,,4.6,30.0,,,,,08/2022,Occupational Expert
29-2099.01,17426,IM,,4.58,31.0,,,,,08/2022,Occupational Expert
29-2099.01,17433,IM,,4.57,28.0,,,,,08/2022,Occupational Expert
29-2099.01,17428,IM,,4.5,26.0,,,,,08/2022,Occupational Expert
29-2099.01,17436,IM,,4.23,30.0,,,,,08/2022,Occupational Expert
29-2099.01,17438,IM,,3.71,31.0,,,,,08/2022,Occupational Expert
29-2099.05,19268,IM,,4.95,19.0,,,,,08/2020,Occupational Expert
29-2099.05,19287,IM,,4.9,20.0,,,,,08/2020,Occupational Expert
29-2099.05,19281,IM,,4.75,20.0,,,,,08/2020,Occupational Expert
29-2099.05,19275,IM,,4.7,20.0,,,,,08/2020,Occupational Expert
29-2099.05,19259,IM,,4.65,20.0,,,,,08/2020,Occupational Expert
29-2099.05,19271,IM,,4.6,20.0,,,,,08/2020,Occupational Expert
29-2099.05,19263,IM,,4.6,20.0,,,,,08/2020,Occupational Expert
29-2099.05,19264,IM,,4.47,19.0,,,,,08/2020,Occupational Expert
29-2099.05,21190,IM,,4.47,19.0,,,,,08/2020,Occupational Expert
29-2099.05,19283,IM,,4.45,20.0,,,,,08/2020,Occupational Expert
29-2099.05,21191,IM,,4.4,20.0,,,,,08/2020,Occupational Expert
29-2099.05,19266,IM,,4.35,20.0,,,,,08/2020,Occupational Expert
29-2099.05,19261,IM,,4.25,20.0,,,,,08/2020,Occupational Expert
29-2099.05,19269,IM,,4.2,20.0,,,,,08/2020,Occupational Expert
29-2099.05,19273,IM,,4.16,19.0,,,,,08/2020,Occupational Expert
29-2099.05,19272,IM,,4.15,20.0,,,,,08/2020,Occupational Expert
29-2099.05,19280,IM,,4.11,18.0,,,,,08/2020,Occupational Expert
29-2099.05,19274,IM,,4.11,18.0,,,,,08/2020,Occupational Expert
29-2099.05,19262,IM,,4.11,19.0,,,,,08/2020,Occupational Expert
29-2099.05,19277,IM,,4.07,14.0,,,,,08/2020,Occupational Expert
29-2099.05,19279,IM,,4.0,20.0,,,,,08/2020,Occupational Expert
29-2099.05,19286,IM,,3.95,19.0,,,,,08/2020,Occupational Expert
